,review_comment_message,review_score
22956,entrega no prazo.,5
22961,"Produto de qualidade,entregue antes do prazo ",5
22962,"Produto de boa qualidade, entrega dentro do prazo",1
22965,Produto de qualidade entregue no prazo e com bom preço. ,5
22969,"Entrega em apenas dois dias, lannister sempre...",5
22970,"A capa serve tanto pra HD externo de 1tb como para câmera fotográfica, encaixou legal.",4
22972,"Ótimo produto e tempo de entrega, apenas uma ressalva que o saco do Correio estava com rasgo.",4
22977,Bom para esportistas aquaticos! recomendo.,5
22978,Recebi o produto. É de ótima qualidade. Só o cadeado que acompanha o produto que veio com defeito. ,4
22980,"Ficamos muito satisfeitos com o pedido, visto que o mesmo foi entregue antes do prazo previsto e cumprindo todos os ítens acordados.",5
22981,"Tudo otimo,produto,entrega e suprte maravilhoso da lannister.Com",5
22985,"Chegou antes do praço, nada a reclamar.",5
22987,"bem a compra e entrega deste produto foi perfeita. a targaryen enviou super rapido e bem embalado, agradeço á atenção.",5
22990,Recebi e o produto dentro do esperado ,3
22992,"Muito bonito é pequeno e discreto e original, com manual em todas as línguas vem funcionando bem. Não tem luz (já sabia) e tem alarme de hora em hora e na hora desejada, enfim é tudo de bom!",5
22995,"ALÉM DE RECEBER O PRODUTO ERRADO,VEIO DENTRO DA CX UMA CARTA DE UMA OUTRA CLIENTE INSATISFEITA POR TB TER RECEBIDO O PRODUTO ERRADO,CANCELEI MINHA COMPRA DEPOIS DESSE OCORRIDO DEU PVER A CREDIBILIDADE",1
22998,Fiquei satisfeito com a entrega das lannister.com,4
23004,"Super Recomendo!!!
Loja Muito boa
Tive um problema com os correios, o produto sofreu extravio no caminho, entrei em contato com a loja informando que não recebi o produto e prontamente resolveram ",5
23006,Por enquanto o produto adquirido está funcionando muito bem. Recomendo essa loja.,4
23008,"Faltou 2 produtos na entrega, tive de ligar na loja para reclamar.",1
23009,muito bom,5
23010,Satisfeito,5
23015,a encomenda tem prazo para chegar até 02-01-2018 e não posso avaliar nada pois estão dentro do prazo!,4
23017,Recebi apenas 1. E comprei 3. Estou aguardando os 2 restantes. ,3
23020,"O produto chegou na metade do prazo, em bom estado.",5
23021,Sempre vou comprar aqui pois é a melhor parabéns ,5
23025,"TUDO VEIO PERFEITO,PRODUTO CERTO TEMPO ANTES DO PREVISTO.
",5
23032,"Amei a cortina superou minhas expectativas, muito linda, excelente material..",5
23033,"sou cliente há muito tempo, nunca tive problemas.",5
23035,Excelente produto recomendo comprar ,5
23038,correios do rio fazendo trabalho ridículo!,1
23039,"O relojio muito lindo ,gostei de mais .Agora sou preciso que seja da qualidade do material que o vendedor recomendo ",5
23040,Recebi o produto bem embalado e no prazo. Muito obrigada ,5
23041,Produto chegou avariado e a qualidade do mesmo não condiz com o anuncio.,3
23042,chegou bem antes do prazo informado,5
23046,"Confiança e Segurança nas compras, produtos entregues antes do prazo, estão sempre bem embalados. ",5
23047,É um bom vendedor.,4
23048,Ótima loja entrega no prazo,5
23049,"Vendedor sério e eficiente! Enviou rapidamente o produto! Tudo certo com o produto, que foi testado e aprovado! Muito bom, recomendo a todos os interessados!",5
23050,"O produto veio errado.Pedimos um adesivo de borboletas ROSA e chegou um adesivo de borboletas VERDES.Não me avisaram que mudariam o pedido. Como consumidora achei desrespeitoso, pois escolhi outra cor",1
23051,AGUARDO UM RETORNO PARA RESOLVERMOS O ASSUNTO E MINIMIZAR O TRANSTORNO,1
23053,"Picaretagem, anuncio enganador estou levando ao procon. Descrito como cha verde natural 100 puro e no anuncio diz sem conservantes e corantes. Mas qdo recebi foi como sabor menta e contem conservante",1
23054,Só falta ter o frete mais em conta,4
23055,"Estou muito satisfeito,sempre compro com vocês e nunca tive problemas entrega sempre antes do prazo.",5
23059,"Meu pedido veio incompleto. No envelope que recebi pelo correio havia apenas uma calculadora, mas na nota informava que eram duas unidades.",2
23062,ainda aguardo meu produto ,4
23064,"Comprei achando que seria um material simples, mas é bem melhor do que esperava, vale a pena.",5
23065,O produto ainda não foi entregue,1
23066,"PÉSSIMO ! Entrei por diversas vezes contato por telefone e não atendem, desligaram na minha cara, passou o prazo estimado e até hoje não recebi meus produtos. Nunca mais compro nada na lannister.com",1
23068,"O produto é de péssima qualidade veio faltando parafuso e ainda não encaixa no vaso,Não recomendo, vai jogar dinheiro fora.",1
23070,A entrega ocorreu sem problemas. O produto funciona perfeitamente.,4
23076,"Eu tive que retirar no correio, sendo que paguei o frete. É a segunda encomenda que tenho que retirar nos correios, estou cancelando minha conta.",1
23079,"Excelente👏👏 o produto veio antes do prazo e eu ameii, do jeito que imaginei! ",5
23082,Serviço muito bom! Abraços...,5
23083,"Compra fácil, segura e rápida!",5
23084,O relógio touch screen é ruim de mexer e muda a hora a todo momento mais no mais TDS os demais estão bem.,3
23085,"Atende as minhas exigências
",4
23087,Ok,5
23088,Há diferença de prazo de entrega.,4
23089,"Chegou em menos de 7 dias, minha esposa adorou, perfeito!",5
23092,Amei! Muito macio,5
23096,"Boa noite,
Recebi ontem o produto que, infelizmente, não funciona (não carrega a bateria do meu celular LG).
Tentei acessar o canal de reclamações de lannister.com, mas não consegui. Fiz mau negóci",1
23098,Nao recebi o produto e o lojista nao se preocupa em dar a minima satisfaçao ao cliente.,1
23099,"Não funciona, solicitei a devolução estou no aguardo. paguei pelo frente e empresa mandou o correio normal entregar sem que ng recebesse, resultado o cachorro recebeu a encomend",1
23100,"Produto de boa qualidade, veio embalado com muita proteção. Entrega rápida, controle funciona perfeitamente.",5
23103,PRODUTO DE QUALIDADE E NO TAMANHO IDEAL.,5
23105,"O produto chegou antes do prazo. Isso é muito bom! Mas tenho uma reclamação a fazer. A embalagem do produto (lata) veio amassada. Não apresentou nenhuma avaria no produto, apenas na embalagem (lata).",4
23106,recebi o produto quebrado e aguardo retorno da lannister,1
23108,"Embalagem aberta. Demora de mais de 1 mês pra receber a mercadoria. Não comprem nessa loja.lannister FAVOR POSTAR O COMENTÁRIO NEGATIVO, POIS QUANDO EU RECOMENDO A LOJA VOCÊS POSTAM, DO CONTRÁRIO NÃO",1
23109,Atraso na entrega. ,2
23110,No prazo.....bom!,4
23111,Nada a declarar.,4
23117,Péssima loja,1
23118,O produto corresponde com o anúncio. Aprovado ,4
23120,A mercadoria não veio com condições de uso o fio dela feito dorto e uma qualidade muito ruim. ,1
23122,Dentro do prazo,4
23124,Demora na entrega por causa dos correios mas produto de ótima qualidade super recomendo,5
23125,Empresas idôneas que sempre cumprem o que prometem.,5
23127,Comprei dois pneus ( dianteiro e traseiro ) mas so recebi o traseiro.,1
23129,"Minhas ultimas experiencias de compras das lannister tem sido terríveis.
Mais uma vez compro por um parceiro e não recebo corretamente a mercadoria.
O porta chaves polaroide NÂO veio!!!!!",1
23130,Amei o produto. ,5
23132,Eu não recebi o produto ainda,1
23136,Produto bom entrega rápida ,5
23138,Maravilhoso acabei de adquirir mais espaço em meu armário!,5
23139,"Veio no prazo, o cubo já veio lubrificado e ajustado ",5
23143,"Gostei do compromisso da loja, produto bem como imaginava, tudo serto, recomendo.",5
23144,Bom,4
23149,Produto muito diferente do que mostra ..material muito fraquinho pano muito fino .. não gostei ,2
23150,Recomendo ,5
23153,Produto entregue. Material dentro do esperado. ,5
23154,"Entrega mega rápida, fiquei muito satisfeita!",5
23155,"Muito bom de confiança 
O produto chegou perfeito sem nenhum defeito com as medidas certas
Chegou até 1 semana antes do prazo 
Super recomendo ",5
23156,"Facilidade de compra no site e entrega rápida, produto atende as espectativas. Recomendo 
",5
23158,"O produto veio com indícios de uso, faltando cabo RCA, adaptador para fixação no para choque e broca para furar o para choque",4
23160,"Chegou no tempo certo, produto bem embalado, super recomendo ",5
23162,Comprei no dia 10/01. O prazo de entrega no momento da compra era de até 12 dias e até agora não chegou.,1
23163,Meu pedido chegou faltando um produto. ,2
23167,"Veio mais linda que na foto e chegou 10 dias antes do prazo
Amei, super indico 👏👏👏",5
23171,.,5
23173,Até o presente momento o produto ainda não foi entregue,1
23175,Produto muito bom.,5
23176,A colcha é muito bonita e destaca bem na cama.,4
23179,Eu gostei porém não estarei aínda.,4
23181,"O único ponto negativo é que o correio não entrega a encomendo em nossa residência. Temos que ir buscar nos correios, onerando ainda mais o cliente por um serviço que já fora pago. ",5
23182,"entrega foi dentro do prazo, material de qualidade, bonita, porem chegou rasgada.",3
23185,"Superou as minhas expectativas. Ótima qualidade, moderna e elegante. Além de carregar o notebook, posso colocar livros e cadernos. Há tempos procurava por uma pasta, valeu a pena! Super recomendo.",5
23187,Produto com pequenos pontos de ferrugem. Não estava em perfeito estado. ,3
23190,"A entrega ocorreu antes do prazo estipulado!!
Muito bom.
Produto conforme mostrado no site.
Estou satisfeito com o produto.",5
23191,"Recebi o produto antes do prazo e com um defeito ocasionado pelo transporte. Contudo, o fornecedor foi super atencioso enviando um novo produto que chegou super rápido.",5
23195,"Comprei um controle remoto para TV Sony, mas o mesmo não funcionou.",2
23196,"comprei um capacete, e recebi uma bolsa para selim",4
23204,"Muito bem embalada , ótima.",5
23206,"Produto de qualidade e bonito, meu filho adorou.",5
23207,"O produto é muito lindo, chegou rapidinho!",5
23208,Tive atraso na entrega,3
23209,O produto veio com dimensões erradas e avariado.,1
23213,Dentro do prazo,4
23215,ok,5
23216,o que mata é o prazo da entrega! ,4
23218,"Em relação a ter uma chave simples como a do Versa e ter uma canivete como esta vale a pena, mais alguns detalhes pegam, a carcaça é de plástico e a indicação de abre fecha é mal impressa e desbota",4
23221,10,5
23226,"Entrei em contato solicitando a entrega um pouco antes do prazo estimado, pois não teria ninguém para receber no prazo, eles responderam minha solicitação e o produto chegou bem antes que o esperado.",5
23231,Empresa sem credibilidade.,1
23232,Produto bom,5
23233,Compro e recomendo.,5
23234,"Rápida entrega, produto correto. Boa embalagem.",5
23235,Comprei um produto e veio faltando na entrega... ,3
23238,Recomendo a compra. Produto com bom preço e entrega antes do prazo.,5
23241,"O produto foi entregue antes do prazo e em perfeitas condições.
Recomendo o stark; pois já fiz várias compras e nunca tive problemas. ",5
23242,Produto com etiqueta de autenticidade.,4
23243,"Muito bonito o produto, entrega antecipada.",4
23245,O tapete é muito lindo e de ótima qualidade,5
23246,O produto principal ainda não foi entregue e consta no site como entregue. Ainda está dentro do prazo por isso estou aguardando o recebimento do produto.,3
23249,Otimo,5
23250,Recebi antes do prazo. Tudo chegou corretamente. Excelente lojista. Produto de qualidade.,5
23254,"Entregue bem antes do prazo, gosto de comprar neste site pela rapidez e segurança ",4
23255,"Super recomendo,produto entregue bem antes do prazo e em perfeito estado",5
23256,"Pedi cor azul marinho e veio cor preta. Tudo bem, é quase igual, né? Deixa pra lá, porque para trocar esta bolsa vai me dar muito trabalho, mas para uma compra de grande valor não vale a pena.",4
23258,"A organização está de parabéns, desde e escolha do produto até compra... comunicação de distribuição e logística chegando a entrega foi extremamente rápido e profissional.... show!!!",5
23260,"Entrega super rápido, Eu recomendo!! !",5
23262,Estou satisfeito,5
23265,"Produto de ótima qualidade, bem embalado e entregue antes do prazo",5
23268,O produto foi entregue ante do prazo ,5
23277,"Recebi o produto com a base fixa da cadeira diferente da que esta no anuncio, só não devolvi a cadeira porque preciso com urgência. Não recomendo!",1
23280,io,4
23282,Faltaram 2 parafusos do encosto da cadeira,4
23290,"Estpu preocupada, no status de recebimento consta como entregue dia 06/08, porem ainda não recebi o pedido. Inclusive liguei no telefone 4003 1000.",1
23291,Muito bom. O esperado. ,4
23292,"Parece bom, preciso usar para avaliar melhor ",4
23298,"Recebi antes do prazo, em perfeitas condições, super recomendo, o preço é bem acessível e o produto com ótimos acabamentos!",4
23301,"Produto macio e confortável , bonito , meu bebê adora dormir nele
 ",5
23306,Entregue antes do prazo.,4
23307,O produto chegou beem antes do prazo estabelecido. tudo certinho do jeito que eu queria. ,5
23308,Excelente na compra no pagamento do boleto bancario e na entrega obrigada,5
23310,voltarei a comprar ais estou muito satisfeito obrigado,5
23312,10,5
23316,a descrição do produto é tal qual o site indica.,5
23317,Parabéns pela presteza e agilidade.,5
23318,"Produto chegou em uma semana, embalagem bem protegida e tudo de ótima qualidade.",5
23319,Não recebi o produto o prazo terminou ontem.,1
23322,"Não tem como avaliar nem o produto e nem a entrega, além do problema ser em parte dos correios.",3
23323,"Recebemos o produto, o boneco que comprei com fala, mas o botão veio quebrado, não produz a fala.

Preciso da troca imediata do produto

",1
23329,Revomendo pois acredito que o ocorrido não seja culpa da loja,2
23335,"Comprei 02 ventiladores e entregaram apenas 01 ventilador. Nota Fiscal 000580
Minha ajudante que recebeu. quando cheguei em casa, percebi que só entregaram 01 ventilador e paguei por 02.",1
23337,"produto conforme anunciado, entrega super rapida",5
23340,PRODUTO NÃO RECEBIDO,1
